id	collectionID	institutionCode	collectionCode	basisOfRecord	occurrenceID	catalogNumber	recordedBy	occurrenceStatus	associatedReferences	eventDate	waterBody	country	locality	minimumDepthInMeters	maximumDepthInMeters	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	footprintWKT	identifiedBy	typeStatus	scientificNameID	scientificName
93630	FORV-SS-262	CMLRE	CMLRE-Phytoplankton	HumanObservation	93630			present	Records based on primary data generated onboard FORV Sagar Sampada	2009-02-16/2009-02-23						16.2551	69.9113	909743	POLYGON ((75.23438 11.26461, 68.73047 22.47195, 63.85254 22.10600, 71.41113 9.01530, 75.23438 11.26461))	Dr. K.B. Padmakumar and Lathika Cicily		urn:lsid:marinespecies.org:taxname:149220	Asterionella japonica
93631	FORV-SS-262	CMLRE	CMLRE-Phytoplankton	HumanObservation	93631			present	Records based on primary data generated onboard FORV Sagar Sampada	2009-02-16/2009-02-23						16.2551	69.9113	909743	POLYGON ((75.23438 11.26461, 68.73047 22.47195, 63.85254 22.10600, 71.41113 9.01530, 75.23438 11.26461))	Dr. K.B. Padmakumar and Lathika Cicily		urn:lsid:marinespecies.org:taxname:149220	Asterionella japonica
93632	FORV-SS-262	CMLRE	CMLRE-Phytoplankton	HumanObservation	93632			present	Records based on primary data generated onboard FORV Sagar Sampada	2009-02-16/2009-02-23						16.2551	69.9113	909743	POLYGON ((75.23438 11.26461, 68.73047 22.47195, 63.85254 22.10600, 71.41113 9.01530, 75.23438 11.26461))	Dr. K.B. Padmakumar and Lathika Cicily		urn:lsid:marinespecies.org:taxname:149220	Asterionella japonica
93633	FORV-SS-262	CMLRE	CMLRE-Phytoplankton	HumanObservation	93633			present	Records based on primary data generated onboard FORV Sagar Sampada	2009-02-16/2009-02-23						16.2551	69.9113	909743	POLYGON ((75.23438 11.26461, 68.73047 22.47195, 63.85254 22.10600, 71.41113 9.01530, 75.23438 11.26461))	Dr. K.B. Padmakumar and Lathika Cicily		urn:lsid:marinespecies.org:taxname:149119	Bacteriastrum hyalinum
93634	FORV-SS-262	CMLRE	CMLRE-Phytoplankton	HumanObservation	93634			present	Records based on primary data generated onboard FORV Sagar Sampada	2009-02-16/2009-02-23						16.2551	69.9113	909743	POLYGON ((75.23438 11.26461, 68.73047 22.47195, 63.85254 22.10600, 71.41113 9.01530, 75.23438 11.26461))	Dr. K.B. Padmakumar and Lathika Cicily		urn:lsid:marinespecies.org:taxname:149119	Bacteriastrum hyalinum
93635	FORV-SS-262	CMLRE	CMLRE-Phytoplankton	HumanObservation	93635			present	Records based on primary data generated onboard FORV Sagar Sampada	2009-02-16/2009-02-23						16.2551	69.9113	909743	POLYGON ((75.23438 11.26461, 68.73047 22.47195, 63.85254 22.10600, 71.41113 9.01530, 75.23438 11.26461))	Dr. K.B. Padmakumar and Lathika Cicily		urn:lsid:marinespecies.org:taxname:149119	Bacteriastrum hyalinum
93636	FORV-SS-262	CMLRE	CMLRE-Phytoplankton	HumanObservation	93636			present	Records based on primary data generated onboard FORV Sagar Sampada	2009-02-16/2009-02-23						16.2551	69.9113	909743	POLYGON ((75.23438 11.26461, 68.73047 22.47195, 63.85254 22.10600, 71.41113 9.01530, 75.23438 11.26461))	Dr. K.B. Padmakumar and Lathika Cicily		urn:lsid:marinespecies.org:taxname:149119	Bacteriastrum hyalinum
93637	FORV-SS-262	CMLRE	CMLRE-Phytoplankton	HumanObservation	93637			present	Records based on primary data generated onboard FORV Sagar Sampada	2009-02-16/2009-02-23						16.2551	69.9113	909743	POLYGON ((75.23438 11.26461, 68.73047 22.47195, 63.85254 22.10600, 71.41113 9.01530, 75.23438 11.26461))	Dr. K.B. Padmakumar and Lathika Cicily		urn:lsid:marinespecies.org:taxname:149119	Bacteriastrum hyalinum
93638	FORV-SS-262	CMLRE	CMLRE-Phytoplankton	HumanObservation	93638			present	Records based on primary data generated onboard FORV Sagar Sampada	2009-02-16/2009-02-23						16.2551	69.9113	909743	POLYGON ((75.23438 11.26461, 68.73047 22.47195, 63.85254 22.10600, 71.41113 9.01530, 75.23438 11.26461))	Dr. K.B. Padmakumar and Lathika Cicily		urn:lsid:marinespecies.org:taxname:149119	Bacteriastrum hyalinum
93639	FORV-SS-262	CMLRE	CMLRE-Phytoplankton	HumanObservation	93639			present	Records based on primary data generated onboard FORV Sagar Sampada	2009-02-16/2009-02-23						16.2551	69.9113	909743	POLYGON ((75.23438 11.26461, 68.73047 22.47195, 63.85254 22.10600, 71.41113 9.01530, 75.23438 11.26461))	Dr. K.B. Padmakumar and Lathika Cicily		urn:lsid:marinespecies.org:taxname:149119	Bacteriastrum hyalinum
93640	FORV-SS-262	CMLRE	CMLRE-Phytoplankton	HumanObservation	93640			present	Records based on primary data generated onboard FORV Sagar Sampada	2009-02-16/2009-02-23						16.2551	69.9113	909743	POLYGON ((75.23438 11.26461, 68.73047 22.47195, 63.85254 22.10600, 71.41113 9.01530, 75.23438 11.26461))	Dr. K.B. Padmakumar and Lathika Cicily		urn:lsid:marinespecies.org:taxname:156607	Chaetoceros concavicornis
93641	FORV-SS-262	CMLRE	CMLRE-Phytoplankton	HumanObservation	93641			present	Records based on primary data generated onboard FORV Sagar Sampada	2009-02-16/2009-02-23						16.2551	69.9113	909743	POLYGON ((75.23438 11.26461, 68.73047 22.47195, 63.85254 22.10600, 71.41113 9.01530, 75.23438 11.26461))	Dr. K.B. Padmakumar and Lathika Cicily		urn:lsid:marinespecies.org:taxname:156607	Chaetoceros concavicornis
93642	FORV-SS-262	CMLRE	CMLRE-Phytoplankton	HumanObservation	93642			present	Records based on primary data generated onboard FORV Sagar Sampada	2009-02-16/2009-02-23						16.2551	69.9113	909743	POLYGON ((75.23438 11.26461, 68.73047 22.47195, 63.85254 22.10600, 71.41113 9.01530, 75.23438 11.26461))	Dr. K.B. Padmakumar and Lathika Cicily		urn:lsid:marinespecies.org:taxname:156607	Chaetoceros concavicornis
93643	FORV-SS-262	CMLRE	CMLRE-Phytoplankton	HumanObservation	93643			present	Records based on primary data generated onboard FORV Sagar Sampada	2009-02-16/2009-02-23						16.2551	69.9113	909743	POLYGON ((75.23438 11.26461, 68.73047 22.47195, 63.85254 22.10600, 71.41113 9.01530, 75.23438 11.26461))	Dr. K.B. Padmakumar and Lathika Cicily		urn:lsid:marinespecies.org:taxname:156607	Chaetoceros concavicornis
93644	FORV-SS-262	CMLRE	CMLRE-Phytoplankton	HumanObservation	93644			present	Records based on primary data generated onboard FORV Sagar Sampada	2009-02-16/2009-02-23						16.2551	69.9113	909743	POLYGON ((75.23438 11.26461, 68.73047 22.47195, 63.85254 22.10600, 71.41113 9.01530, 75.23438 11.26461))	Dr. K.B. Padmakumar and Lathika Cicily		urn:lsid:marinespecies.org:taxname:156611	Chaetoceros convolutus
93645	FORV-SS-262	CMLRE	CMLRE-Phytoplankton	HumanObservation	93645			present	Records based on primary data generated onboard FORV Sagar Sampada	2009-02-16/2009-02-23						16.2551	69.9113	909743	POLYGON ((75.23438 11.26461, 68.73047 22.47195, 63.85254 22.10600, 71.41113 9.01530, 75.23438 11.26461))	Dr. K.B. Padmakumar and Lathika Cicily		urn:lsid:marinespecies.org:taxname:149221	Chaetoceros curvisetus
93646	FORV-SS-262	CMLRE	CMLRE-Phytoplankton	HumanObservation	93646			present	Records based on primary data generated onboard FORV Sagar Sampada	2009-02-16/2009-02-23						16.2551	69.9113	909743	POLYGON ((75.23438 11.26461, 68.73047 22.47195, 63.85254 22.10600, 71.41113 9.01530, 75.23438 11.26461))	Dr. K.B. Padmakumar and Lathika Cicily		urn:lsid:marinespecies.org:taxname:149221	Chaetoceros curvisetus
93647	FORV-SS-262	CMLRE	CMLRE-Phytoplankton	HumanObservation	93647			present	Records based on primary data generated onboard FORV Sagar Sampada	2009-02-16/2009-02-23						16.2551	69.9113	909743	POLYGON ((75.23438 11.26461, 68.73047 22.47195, 63.85254 22.10600, 71.41113 9.01530, 75.23438 11.26461))	Dr. K.B. Padmakumar and Lathika Cicily		urn:lsid:marinespecies.org:taxname:149126	Chaetoceros decipiens
93648	FORV-SS-262	CMLRE	CMLRE-Phytoplankton	HumanObservation	93648			present	Records based on primary data generated onboard FORV Sagar Sampada	2009-02-16/2009-02-23						16.2551	69.9113	909743	POLYGON ((75.23438 11.26461, 68.73047 22.47195, 63.85254 22.10600, 71.41113 9.01530, 75.23438 11.26461))	Dr. K.B. Padmakumar and Lathika Cicily		urn:lsid:marinespecies.org:taxname:149126	Chaetoceros decipiens
93649	FORV-SS-262	CMLRE	CMLRE-Phytoplankton	HumanObservation	93649			present	Records based on primary data generated onboard FORV Sagar Sampada	2009-02-16/2009-02-23						16.2551	69.9113	909743	POLYGON ((75.23438 11.26461, 68.73047 22.47195, 63.85254 22.10600, 71.41113 9.01530, 75.23438 11.26461))	Dr. K.B. Padmakumar and Lathika Cicily		urn:lsid:marinespecies.org:taxname:149126	Chaetoceros decipiens
93650	FORV-SS-262	CMLRE	CMLRE-Phytoplankton	HumanObservation	93650			present	Records based on primary data generated onboard FORV Sagar Sampada	2009-02-16/2009-02-23						16.2551	69.9113	909743	POLYGON ((75.23438 11.26461, 68.73047 22.47195, 63.85254 22.10600, 71.41113 9.01530, 75.23438 11.26461))	Dr. K.B. Padmakumar and Lathika Cicily		urn:lsid:marinespecies.org:taxname:149126	Chaetoceros decipiens
93651	FORV-SS-262	CMLRE	CMLRE-Phytoplankton	HumanObservation	93651			present	Records based on primary data generated onboard FORV Sagar Sampada	2009-02-16/2009-02-23						16.2551	69.9113	909743	POLYGON ((75.23438 11.26461, 68.73047 22.47195, 63.85254 22.10600, 71.41113 9.01530, 75.23438 11.26461))	Dr. K.B. Padmakumar and Lathika Cicily		urn:lsid:marinespecies.org:taxname:149126	Chaetoceros decipiens
93652	FORV-SS-262	CMLRE	CMLRE-Phytoplankton	HumanObservation	93652			present	Records based on primary data generated onboard FORV Sagar Sampada	2009-02-16/2009-02-23						16.2551	69.9113	909743	POLYGON ((75.23438 11.26461, 68.73047 22.47195, 63.85254 22.10600, 71.41113 9.01530, 75.23438 11.26461))	Dr. K.B. Padmakumar and Lathika Cicily		urn:lsid:marinespecies.org:taxname:149126	Chaetoceros decipiens
93653	FORV-SS-262	CMLRE	CMLRE-Phytoplankton	HumanObservation	93653			present	Records based on primary data generated onboard FORV Sagar Sampada	2009-02-16/2009-02-23						16.2551	69.9113	909743	POLYGON ((75.23438 11.26461, 68.73047 22.47195, 63.85254 22.10600, 71.41113 9.01530, 75.23438 11.26461))	Dr. K.B. Padmakumar and Lathika Cicily		urn:lsid:marinespecies.org:taxname:149126	Chaetoceros decipiens
93654	FORV-SS-262	CMLRE	CMLRE-Phytoplankton	HumanObservation	93654			present	Records based on primary data generated onboard FORV Sagar Sampada	2009-02-16/2009-02-23						16.2551	69.9113	909743	POLYGON ((75.23438 11.26461, 68.73047 22.47195, 63.85254 22.10600, 71.41113 9.01530, 75.23438 11.26461))	Dr. K.B. Padmakumar and Lathika Cicily		urn:lsid:marinespecies.org:taxname:149126	Chaetoceros decipiens
93655	FORV-SS-262	CMLRE	CMLRE-Phytoplankton	HumanObservation	93655			present	Records based on primary data generated onboard FORV Sagar Sampada	2009-02-16/2009-02-23						16.2551	69.9113	909743	POLYGON ((75.23438 11.26461, 68.73047 22.47195, 63.85254 22.10600, 71.41113 9.01530, 75.23438 11.26461))	Dr. K.B. Padmakumar and Lathika Cicily		urn:lsid:marinespecies.org:taxname:149228	Chaetoceros laciniosus
93656	FORV-SS-262	CMLRE	CMLRE-Phytoplankton	HumanObservation	93656			present	Records based on primary data generated onboard FORV Sagar Sampada	2009-02-16/2009-02-23						16.2551	69.9113	909743	POLYGON ((75.23438 11.26461, 68.73047 22.47195, 63.85254 22.10600, 71.41113 9.01530, 75.23438 11.26461))	Dr. K.B. Padmakumar and Lathika Cicily		urn:lsid:marinespecies.org:taxname:149228	Chaetoceros laciniosus
93657	FORV-SS-262	CMLRE	CMLRE-Phytoplankton	HumanObservation	93657			present	Records based on primary data generated onboard FORV Sagar Sampada	2009-02-16/2009-02-23						16.2551	69.9113	909743	POLYGON ((75.23438 11.26461, 68.73047 22.47195, 63.85254 22.10600, 71.41113 9.01530, 75.23438 11.26461))	Dr. K.B. Padmakumar and Lathika Cicily		urn:lsid:marinespecies.org:taxname:149228	Chaetoceros laciniosus
93658	FORV-SS-262	CMLRE	CMLRE-Phytoplankton	HumanObservation	93658			present	Records based on primary data generated onboard FORV Sagar Sampada	2009-02-16/2009-02-23						16.2551	69.9113	909743	POLYGON ((75.23438 11.26461, 68.73047 22.47195, 63.85254 22.10600, 71.41113 9.01530, 75.23438 11.26461))	Dr. K.B. Padmakumar and Lathika Cicily		urn:lsid:marinespecies.org:taxname:156617	Chaetoceros lorenzianus
93659	FORV-SS-262	CMLRE	CMLRE-Phytoplankton	HumanObservation	93659			present	Records based on primary data generated onboard FORV Sagar Sampada	2009-02-16/2009-02-23						16.2551	69.9113	909743	POLYGON ((75.23438 11.26461, 68.73047 22.47195, 63.85254 22.10600, 71.41113 9.01530, 75.23438 11.26461))	Dr. K.B. Padmakumar and Lathika Cicily		urn:lsid:marinespecies.org:taxname:156617	Chaetoceros lorenzianus
93660	FORV-SS-262	CMLRE	CMLRE-Phytoplankton	HumanObservation	93660			present	Records based on primary data generated onboard FORV Sagar Sampada	2009-02-16/2009-02-23						16.2551	69.9113	909743	POLYGON ((75.23438 11.26461, 68.73047 22.47195, 63.85254 22.10600, 71.41113 9.01530, 75.23438 11.26461))	Dr. K.B. Padmakumar and Lathika Cicily		urn:lsid:marinespecies.org:taxname:156617	Chaetoceros lorenzianus
93661	FORV-SS-262	CMLRE	CMLRE-Phytoplankton	HumanObservation	93661			present	Records based on primary data generated onboard FORV Sagar Sampada	2009-02-16/2009-02-23						16.2551	69.9113	909743	POLYGON ((75.23438 11.26461, 68.73047 22.47195, 63.85254 22.10600, 71.41113 9.01530, 75.23438 11.26461))	Dr. K.B. Padmakumar and Lathika Cicily		urn:lsid:marinespecies.org:taxname:156617	Chaetoceros lorenzianus
93662	FORV-SS-262	CMLRE	CMLRE-Phytoplankton	HumanObservation	93662			present	Records based on primary data generated onboard FORV Sagar Sampada	2009-02-16/2009-02-23						16.2551	69.9113	909743	POLYGON ((75.23438 11.26461, 68.73047 22.47195, 63.85254 22.10600, 71.41113 9.01530, 75.23438 11.26461))	Dr. K.B. Padmakumar and Lathika Cicily		urn:lsid:marinespecies.org:taxname:156617	Chaetoceros lorenzianus
93663	FORV-SS-262	CMLRE	CMLRE-Phytoplankton	HumanObservation	93663			present	Records based on primary data generated onboard FORV Sagar Sampada	2009-02-16/2009-02-23						16.2551	69.9113	909743	POLYGON ((75.23438 11.26461, 68.73047 22.47195, 63.85254 22.10600, 71.41113 9.01530, 75.23438 11.26461))	Dr. K.B. Padmakumar and Lathika Cicily		urn:lsid:marinespecies.org:taxname:156617	Chaetoceros lorenzianus
93664	FORV-SS-262	CMLRE	CMLRE-Phytoplankton	HumanObservation	93664			present	Records based on primary data generated onboard FORV Sagar Sampada	2009-02-16/2009-02-23						16.2551	69.9113	909743	POLYGON ((75.23438 11.26461, 68.73047 22.47195, 63.85254 22.10600, 71.41113 9.01530, 75.23438 11.26461))	Dr. K.B. Padmakumar and Lathika Cicily		urn:lsid:marinespecies.org:taxname:156617	Chaetoceros lorenzianus
93665	FORV-SS-262	CMLRE	CMLRE-Phytoplankton	HumanObservation	93665			present	Records based on primary data generated onboard FORV Sagar Sampada	2009-02-16/2009-02-23						16.2551	69.9113	909743	POLYGON ((75.23438 11.26461, 68.73047 22.47195, 63.85254 22.10600, 71.41113 9.01530, 75.23438 11.26461))	Dr. K.B. Padmakumar and Lathika Cicily		urn:lsid:marinespecies.org:taxname:156617	Chaetoceros lorenzianus
93666	FORV-SS-262	CMLRE	CMLRE-Phytoplankton	HumanObservation	93666			present	Records based on primary data generated onboard FORV Sagar Sampada	2009-02-16/2009-02-23						16.2551	69.9113	909743	POLYGON ((75.23438 11.26461, 68.73047 22.47195, 63.85254 22.10600, 71.41113 9.01530, 75.23438 11.26461))	Dr. K.B. Padmakumar and Lathika Cicily		urn:lsid:marinespecies.org:taxname:156617	Chaetoceros lorenzianus
93667	FORV-SS-262	CMLRE	CMLRE-Phytoplankton	HumanObservation	93667			present	Records based on primary data generated onboard FORV Sagar Sampada	2009-02-16/2009-02-23						16.2551	69.9113	909743	POLYGON ((75.23438 11.26461, 68.73047 22.47195, 63.85254 22.10600, 71.41113 9.01530, 75.23438 11.26461))	Dr. K.B. Padmakumar and Lathika Cicily		urn:lsid:marinespecies.org:taxname:156617	Chaetoceros lorenzianus
93668	FORV-SS-262	CMLRE	CMLRE-Phytoplankton	HumanObservation	93668			present	Records based on primary data generated onboard FORV Sagar Sampada	2009-02-16/2009-02-23						16.2551	69.9113	909743	POLYGON ((75.23438 11.26461, 68.73047 22.47195, 63.85254 22.10600, 71.41113 9.01530, 75.23438 11.26461))	Dr. K.B. Padmakumar and Lathika Cicily		urn:lsid:marinespecies.org:taxname:156617	Chaetoceros lorenzianus
93669	FORV-SS-262	CMLRE	CMLRE-Phytoplankton	HumanObservation	93669			present	Records based on primary data generated onboard FORV Sagar Sampada	2009-02-16/2009-02-23						16.2551	69.9113	909743	POLYGON ((75.23438 11.26461, 68.73047 22.47195, 63.85254 22.10600, 71.41113 9.01530, 75.23438 11.26461))	Dr. K.B. Padmakumar and Lathika Cicily		urn:lsid:marinespecies.org:taxname:196804	Climacodium frauenfeldianum
93670	FORV-SS-262	CMLRE	CMLRE-Phytoplankton	HumanObservation	93670			present	Records based on primary data generated onboard FORV Sagar Sampada	2009-02-16/2009-02-23						16.2551	69.9113	909743	POLYGON ((75.23438 11.26461, 68.73047 22.47195, 63.85254 22.10600, 71.41113 9.01530, 75.23438 11.26461))	Dr. K.B. Padmakumar and Lathika Cicily		urn:lsid:marinespecies.org:taxname:149159	Coscinodiscus centralis
93671	FORV-SS-262	CMLRE	CMLRE-Phytoplankton	HumanObservation	93671			present	Records based on primary data generated onboard FORV Sagar Sampada	2009-02-16/2009-02-23						16.2551	69.9113	909743	POLYGON ((75.23438 11.26461, 68.73047 22.47195, 63.85254 22.10600, 71.41113 9.01530, 75.23438 11.26461))	Dr. K.B. Padmakumar and Lathika Cicily		urn:lsid:marinespecies.org:taxname:149159	Coscinodiscus centralis
93672	FORV-SS-262	CMLRE	CMLRE-Phytoplankton	HumanObservation	93672			present	Records based on primary data generated onboard FORV Sagar Sampada	2009-02-16/2009-02-23						16.2551	69.9113	909743	POLYGON ((75.23438 11.26461, 68.73047 22.47195, 63.85254 22.10600, 71.41113 9.01530, 75.23438 11.26461))	Dr. K.B. Padmakumar and Lathika Cicily		urn:lsid:marinespecies.org:taxname:149159	Coscinodiscus centralis
93673	FORV-SS-262	CMLRE	CMLRE-Phytoplankton	HumanObservation	93673			present	Records based on primary data generated onboard FORV Sagar Sampada	2009-02-16/2009-02-23						16.2551	69.9113	909743	POLYGON ((75.23438 11.26461, 68.73047 22.47195, 63.85254 22.10600, 71.41113 9.01530, 75.23438 11.26461))	Dr. K.B. Padmakumar and Lathika Cicily		urn:lsid:marinespecies.org:taxname:149310	Dactyliosolen fragilissimus
93674	FORV-SS-262	CMLRE	CMLRE-Phytoplankton	HumanObservation	93674			present	Records based on primary data generated onboard FORV Sagar Sampada	2009-02-16/2009-02-23						16.2551	69.9113	909743	POLYGON ((75.23438 11.26461, 68.73047 22.47195, 63.85254 22.10600, 71.41113 9.01530, 75.23438 11.26461))	Dr. K.B. Padmakumar and Lathika Cicily		urn:lsid:marinespecies.org:taxname:149131	Eucampia zodiacus
93675	FORV-SS-262	CMLRE	CMLRE-Phytoplankton	HumanObservation	93675			present	Records based on primary data generated onboard FORV Sagar Sampada	2009-02-16/2009-02-23						16.2551	69.9113	909743	POLYGON ((75.23438 11.26461, 68.73047 22.47195, 63.85254 22.10600, 71.41113 9.01530, 75.23438 11.26461))	Dr. K.B. Padmakumar and Lathika Cicily		urn:lsid:marinespecies.org:taxname:149131	Eucampia zodiacus
93676	FORV-SS-262	CMLRE	CMLRE-Phytoplankton	HumanObservation	93676			present	Records based on primary data generated onboard FORV Sagar Sampada	2009-02-16/2009-02-23						16.2551	69.9113	909743	POLYGON ((75.23438 11.26461, 68.73047 22.47195, 63.85254 22.10600, 71.41113 9.01530, 75.23438 11.26461))	Dr. K.B. Padmakumar and Lathika Cicily		urn:lsid:marinespecies.org:taxname:149131	Eucampia zodiacus
93677	FORV-SS-262	CMLRE	CMLRE-Phytoplankton	HumanObservation	93677			present	Records based on primary data generated onboard FORV Sagar Sampada	2009-02-16/2009-02-23						16.2551	69.9113	909743	POLYGON ((75.23438 11.26461, 68.73047 22.47195, 63.85254 22.10600, 71.41113 9.01530, 75.23438 11.26461))	Dr. K.B. Padmakumar and Lathika Cicily		urn:lsid:marinespecies.org:taxname:149131	Eucampia zodiacus
93678	FORV-SS-262	CMLRE	CMLRE-Phytoplankton	HumanObservation	93678			present	Records based on primary data generated onboard FORV Sagar Sampada	2009-02-16/2009-02-23						16.2551	69.9113	909743	POLYGON ((75.23438 11.26461, 68.73047 22.47195, 63.85254 22.10600, 71.41113 9.01530, 75.23438 11.26461))	Dr. K.B. Padmakumar and Lathika Cicily		urn:lsid:marinespecies.org:taxname:149131	Eucampia zodiacus
93679	FORV-SS-262	CMLRE	CMLRE-Phytoplankton	HumanObservation	93679			present	Records based on primary data generated onboard FORV Sagar Sampada	2009-02-16/2009-02-23						16.2551	69.9113	909743	POLYGON ((75.23438 11.26461, 68.73047 22.47195, 63.85254 22.10600, 71.41113 9.01530, 75.23438 11.26461))	Dr. K.B. Padmakumar and Lathika Cicily		urn:lsid:marinespecies.org:taxname:149131	Eucampia zodiacus
93680	FORV-SS-262	CMLRE	CMLRE-Phytoplankton	HumanObservation	93680			present	Records based on primary data generated onboard FORV Sagar Sampada	2009-02-16/2009-02-23						16.2551	69.9113	909743	POLYGON ((75.23438 11.26461, 68.73047 22.47195, 63.85254 22.10600, 71.41113 9.01530, 75.23438 11.26461))	Dr. K.B. Padmakumar and Lathika Cicily		urn:lsid:marinespecies.org:taxname:149131	Eucampia zodiacus
93681	FORV-SS-262	CMLRE	CMLRE-Phytoplankton	HumanObservation	93681			present	Records based on primary data generated onboard FORV Sagar Sampada	2009-02-16/2009-02-23						16.2551	69.9113	909743	POLYGON ((75.23438 11.26461, 68.73047 22.47195, 63.85254 22.10600, 71.41113 9.01530, 75.23438 11.26461))	Dr. K.B. Padmakumar and Lathika Cicily		urn:lsid:marinespecies.org:taxname:149131	Eucampia zodiacus
93682	FORV-SS-262	CMLRE	CMLRE-Phytoplankton	HumanObservation	93682			present	Records based on primary data generated onboard FORV Sagar Sampada	2009-02-16/2009-02-23						16.2551	69.9113	909743	POLYGON ((75.23438 11.26461, 68.73047 22.47195, 63.85254 22.10600, 71.41113 9.01530, 75.23438 11.26461))	Dr. K.B. Padmakumar and Lathika Cicily		urn:lsid:marinespecies.org:taxname:149131	Eucampia zodiacus
93683	FORV-SS-262	CMLRE	CMLRE-Phytoplankton	HumanObservation	93683			present	Records based on primary data generated onboard FORV Sagar Sampada	2009-02-16/2009-02-23						16.2551	69.9113	909743	POLYGON ((75.23438 11.26461, 68.73047 22.47195, 63.85254 22.10600, 71.41113 9.01530, 75.23438 11.26461))	Dr. K.B. Padmakumar and Lathika Cicily		urn:lsid:marinespecies.org:taxname:149131	Eucampia zodiacus
93684	FORV-SS-262	CMLRE	CMLRE-Phytoplankton	HumanObservation	93684			present	Records based on primary data generated onboard FORV Sagar Sampada	2009-02-16/2009-02-23						16.2551	69.9113	909743	POLYGON ((75.23438 11.26461, 68.73047 22.47195, 63.85254 22.10600, 71.41113 9.01530, 75.23438 11.26461))	Dr. K.B. Padmakumar and Lathika Cicily		urn:lsid:marinespecies.org:taxname:149131	Eucampia zodiacus
93685	FORV-SS-262	CMLRE	CMLRE-Phytoplankton	HumanObservation	93685			present	Records based on primary data generated onboard FORV Sagar Sampada	2009-02-16/2009-02-23						16.2551	69.9113	909743	POLYGON ((75.23438 11.26461, 68.73047 22.47195, 63.85254 22.10600, 71.41113 9.01530, 75.23438 11.26461))	Dr. K.B. Padmakumar and Lathika Cicily		urn:lsid:marinespecies.org:taxname:149362	Fragilaria oceanica
93686	FORV-SS-262	CMLRE	CMLRE-Phytoplankton	HumanObservation	93686			present	Records based on primary data generated onboard FORV Sagar Sampada	2009-02-16/2009-02-23						16.2551	69.9113	909743	POLYGON ((75.23438 11.26461, 68.73047 22.47195, 63.85254 22.10600, 71.41113 9.01530, 75.23438 11.26461))	Dr. K.B. Padmakumar and Lathika Cicily		urn:lsid:marinespecies.org:taxname:967041	Guinardia striata
93687	FORV-SS-262	CMLRE	CMLRE-Phytoplankton	HumanObservation	93687			present	Records based on primary data generated onboard FORV Sagar Sampada	2009-02-16/2009-02-23						16.2551	69.9113	909743	POLYGON ((75.23438 11.26461, 68.73047 22.47195, 63.85254 22.10600, 71.41113 9.01530, 75.23438 11.26461))	Dr. K.B. Padmakumar and Lathika Cicily		urn:lsid:marinespecies.org:taxname:967041	Guinardia striata
93688	FORV-SS-262	CMLRE	CMLRE-Phytoplankton	HumanObservation	93688			present	Records based on primary data generated onboard FORV Sagar Sampada	2009-02-16/2009-02-23						16.2551	69.9113	909743	POLYGON ((75.23438 11.26461, 68.73047 22.47195, 63.85254 22.10600, 71.41113 9.01530, 75.23438 11.26461))	Dr. K.B. Padmakumar and Lathika Cicily		urn:lsid:marinespecies.org:taxname:967041	Guinardia striata
93689	FORV-SS-262	CMLRE	CMLRE-Phytoplankton	HumanObservation	93689			present	Records based on primary data generated onboard FORV Sagar Sampada	2009-02-16/2009-02-23						16.2551	69.9113	909743	POLYGON ((75.23438 11.26461, 68.73047 22.47195, 63.85254 22.10600, 71.41113 9.01530, 75.23438 11.26461))	Dr. K.B. Padmakumar and Lathika Cicily		urn:lsid:marinespecies.org:taxname:967041	Guinardia striata
93690	FORV-SS-262	CMLRE	CMLRE-Phytoplankton	HumanObservation	93690			present	Records based on primary data generated onboard FORV Sagar Sampada	2009-02-16/2009-02-23						16.2551	69.9113	909743	POLYGON ((75.23438 11.26461, 68.73047 22.47195, 63.85254 22.10600, 71.41113 9.01530, 75.23438 11.26461))	Dr. K.B. Padmakumar and Lathika Cicily		urn:lsid:marinespecies.org:taxname:967041	Guinardia striata
93691	FORV-SS-262	CMLRE	CMLRE-Phytoplankton	HumanObservation	93691			present	Records based on primary data generated onboard FORV Sagar Sampada	2009-02-16/2009-02-23						16.2551	69.9113	909743	POLYGON ((75.23438 11.26461, 68.73047 22.47195, 63.85254 22.10600, 71.41113 9.01530, 75.23438 11.26461))	Dr. K.B. Padmakumar and Lathika Cicily		urn:lsid:marinespecies.org:taxname:967041	Guinardia striata
93692	FORV-SS-262	CMLRE	CMLRE-Phytoplankton	HumanObservation	93692			present	Records based on primary data generated onboard FORV Sagar Sampada	2009-02-16/2009-02-23						16.2551	69.9113	909743	POLYGON ((75.23438 11.26461, 68.73047 22.47195, 63.85254 22.10600, 71.41113 9.01530, 75.23438 11.26461))	Dr. K.B. Padmakumar and Lathika Cicily		urn:lsid:marinespecies.org:taxname:967041	Guinardia striata
93693	FORV-SS-262	CMLRE	CMLRE-Phytoplankton	HumanObservation	93693			present	Records based on primary data generated onboard FORV Sagar Sampada	2009-02-16/2009-02-23						16.2551	69.9113	909743	POLYGON ((75.23438 11.26461, 68.73047 22.47195, 63.85254 22.10600, 71.41113 9.01530, 75.23438 11.26461))	Dr. K.B. Padmakumar and Lathika Cicily		urn:lsid:marinespecies.org:taxname:967041	Guinardia striata
